SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OCC1=CCC=C(O1)C(=O)NCC	No_3_65;20/000000129;InChI=1S/C9H13NO3/c1-2-10-9(12)8-5-3-4-7(6-11)13-8/h4-5,11H,2-3,6H2,1H3,(H,10,12);C9H13NO3;183;0.22;4.22;1.46;3.58;-40
OCC1=CCC=C(O1)C(=O)NCCC[NH2+]C	No_3_446;20/000000144;InChI=1S/C11H18N2O3/c1-12-6-3-7-13-11(15)10-5-2-4-9(8-14)16-10/h4-5,12,14H,2-3,6-8H2,1H3,(H,13,15)/p+1;C11H19N2O3;227;-0.23;4.04;2.38;5.09;-80
OC(=O)[C@@H](CO)Oc1ccccc1C=C	No_4_170;20/000000015;InChI=1S/C11H12O4/c1-2-8-5-3-4-6-9(8)15-10(7-12)11(13)14/h2-6,10,12H,1,7H2,(H,13,14)/t10-/m1/s1;C11H12O4;208;1.23;4.10;8.29;2.22;-150
OC(=O)[C@@H](CO)Oc1ccccc1	No_4_3;20/000000006;InChI=1S/C9H10O4/c10-6-8(9(11)12)13-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)/t8-/m1/s1;C9H10O4;182;0.71;4.09;7.81;2.22;-150
OCC1=CCC=C(O1)C(=O)NCCC(=O)C	No_2_629;20/000000048;InChI=1S/C11H15NO4/c1-8(14)5-6-12-11(15)10-4-2-3-9(7-13)16-10/h3-4,13H,2,5-7H2,1H3,(H,12,15);C11H15NO4;225;-0.39;4.07;1.47;5.09;-80
OCC1=CCC=C(O1)C(=O)NCC	No_2_247;20/000000035;InChI=1S/C9H13NO3/c1-2-10-9(12)8-5-3-4-7(6-11)13-8/h4-5,11H,2-3,6H2,1H3,(H,10,12);C9H13NO3;183;0.22;4.28;1.77;3.58;-20
OCC1=CCC=C(O1)C(=O)NCC	No_3_34;20/000000122;InChI=1S/C9H13NO3/c1-2-10-9(12)8-5-3-4-7(6-11)13-8/h4-5,11H,2-3,6H2,1H3,(H,10,12);C9H13NO3;183;0.22;4.28;2.27;3.58;-20
OC(=O)[C@@H](CO)Oc1ccccc1C/C=C/CCl	No_5_53;20/000000072;InChI=1S/C13H15ClO4/c14-8-4-3-6-10-5-1-2-7-11(10)18-12(9-15)13(16)17/h1-5,7,12,15H,6,8-9H2,(H,16,17)/b4-3+/t12-/m1/s1;C13H15O4Cl;270;1.92;4.85;7.56;3.58;-150
OCC1=CCC=C(O1)C(=O)NCCC(=O)C	No_2_624;20/000000044;InChI=1S/C11H15NO4/c1-8(14)5-6-12-11(15)10-4-2-3-9(7-13)16-10/h3-4,13H,2,5-7H2,1H3,(H,12,15);C11H15NO4;225;-0.39;4.10;0.70;5.09;-80
OC(=O)[C@@H](CO)Oc1ccc(cc1)O	No_5_18;20/000000055;InChI=1S/C9H10O5/c10-5-8(9(12)13)14-7-3-1-6(11)2-4-7/h1-4,8,10-11H,5H2,(H,12,13)/t8-/m1/s1;C9H10O5;198;0.31;4.00;8.42;2.22;-150
OC(=O)[C@@H](CO)Oc1ccccc1CCC	No_5_29;20/000000059;InChI=1S/C12H16O4/c1-2-5-9-6-3-4-7-10(9)16-11(8-13)12(14)15/h3-4,6-7,11,13H,2,5,8H2,1H3,(H,14,15)/t11-/m1/s1;C12H16O4;224;1.55;4.12;9.03;2.22;-170
OCC1=CCC=C(O1)C(=O)NCC	No_2_249;20/000000037;InChI=1S/C9H13NO3/c1-2-10-9(12)8-5-3-4-7(6-11)13-8/h4-5,11H,2-3,6H2,1H3,(H,10,12);C9H13NO3;183;0.22;4.22;1.46;3.58;-40
OC(=O)[C@@H](CO)Oc1ccccc1CCC	No_5_24;20/000000057;InChI=1S/C12H16O4/c1-2-5-9-6-3-4-7-10(9)16-11(8-13)12(14)15/h3-4,6-7,11,13H,2,5,8H2,1H3,(H,14,15)/t11-/m1/s1;C12H16O4;224;1.55;4.18;9.14;2.22;-170
OC(=O)[C@@H](CO)Oc1ccccc1C/C=C/CC	No_5_69;20/000000078;InChI=1S/C14H18O4/c1-2-3-4-7-11-8-5-6-9-12(11)18-13(10-15)14(16)17/h3-6,8-9,13,15H,2,7,10H2,1H3,(H,16,17)/b4-3+/t13-/m1/s1;C14H18O4;250;1.94;4.87;7.54;3.58;-170
OC(=O)[C@@H](CO)Oc1ccccc1CC	No_4_265;20/000000020;InChI=1S/C11H14O4/c1-2-8-5-3-4-6-9(8)15-10(7-12)11(13)14/h3-6,10,12H,2,7H2,1H3,(H,13,14)/t10-/m1/s1;C11H14O4;210;1.19;4.03;7.81;2.22;-170
OC(=O)[C@H](c1cnccc1)C#Cc1cc[nH]c1	No_4_412;20/000000100;InChI=1S/C13H10N2O2/c16-13(17)12(11-2-1-6-14-9-11)4-3-10-5-7-15-8-10/h1-2,5-9,12,15H,(H,16,17)/t12-/m0/s1;C13H10N2O2;226;1.24;4.05;1.73;2.35;-150
OC(=O)[C@H](c1nn[nH]c1)C#Cc1c[nH]cc1	No_4_654;20/000000113;InChI=1S/C10H8N4O2/c15-10(16)8(9-6-12-14-13-9)2-1-7-3-4-11-5-7/h3-6,8,11H,(H,15,16)(H,12,13,14)/t8-/m0/s1;C10H8N4O2;216;0.58;4.26;2.11;2.35;-150
OC(=O)[C@@H](CO)Oc1ccccc1CC	No_5_37;20/000000063;InChI=1S/C11H14O4/c1-2-8-5-3-4-6-9(8)15-10(7-12)11(13)14/h3-6,10,12H,2,7H2,1H3,(H,13,14)/t10-/m1/s1;C11H14O4;210;1.19;4.03;7.81;2.22;-170
OC(=O)[C@H](c1c[nH]c(=O)[nH]1)C#Cc1oc2c(c1)cccc2	No_4_532;20/000000108;InChI=1S/C15H10N2O4/c18-14(19)11(12-8-16-15(20)17-12)6-5-10-7-9-3-1-2-4-13(9)21-10/h1-4,7-8,11H,(H,18,19)(H2,16,17,20)/t11-/m0/s1;C15H10N2O4;282;1.24;4.65;2.55;23.00;-190
OCC1=CCC(=C(O1)C(=O)NCCC(=O)C)C=C	No_3_156;20/000000133;InChI=1S/C13H17NO4/c1-3-10-4-5-11(8-15)18-12(10)13(17)14-7-6-9(2)16/h3,5,15H,1,4,6-8H2,2H3,(H,14,17);C13H17NO4;251;-0.29;4.08;2.83;19.00;-80
OCC1=CCC=C(O1)C(=O)N[C@H](C)c1ncn[nH]1	No_3_659;20/000000156;InChI=1S/C11H14N4O3/c1-7(10-12-6-13-15-10)14-11(17)9-4-2-3-8(5-16)18-9/h3-4,6-7,16H,2,5H2,1H3,(H,14,17)(H,12,13,15)/t7-/m1/s1;C11H14N4O3;250;-0.04;4.49;1.34;3.58;-190
OC(=O)[C@@H](CO)Oc1ccccc1C/C=C/CCl	No_5_56;20/000000075;InChI=1S/C13H15ClO4/c14-8-4-3-6-10-5-1-2-7-11(10)18-12(9-15)13(16)17/h1-5,7,12,15H,6,8-9H2,(H,16,17)/b4-3+/t12-/m1/s1;C13H15O4Cl;270;1.92;4.79;9.06;3.58;-150
OC(=O)[C@@H](CO)Oc1ccccc1	No_5_16;20/000000053;InChI=1S/C9H10O4/c10-6-8(9(11)12)13-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)/t8-/m1/s1;C9H10O4;182;0.71;4.09;7.81;2.22;-150
OCC1=CCC=C(O1)C(=O)N[C@H](C)c1ncn[nH]1	No_3_657;20/000000154;InChI=1S/C11H14N4O3/c1-7(10-12-6-13-15-10)14-11(17)9-4-2-3-8(5-16)18-9/h3-4,6-7,16H,2,5H2,1H3,(H,14,17)(H,12,13,15)/t7-/m1/s1;C11H14N4O3;250;-0.04;4.52;2.04;3.58;-190
OCC1=CCC=C(O1)C(=O)N[C@H](C)C=C	No_3_208;20/000000139;InChI=1S/C11H15NO3/c1-3-8(2)12-11(14)10-6-4-5-9(7-13)15-10/h3,5-6,8,13H,1,4,7H2,2H3,(H,12,14)/t8-/m1/s1;C11H15NO3;209;0.94;4.61;1.07;3.58;-190
OC(=O)[C@@H](CO)Oc1ccccc1C/C=C/CC	No_5_70;20/000000079;InChI=1S/C14H18O4/c1-2-3-4-7-11-8-5-6-9-12(11)18-13(10-15)14(16)17/h3-6,8-9,13,15H,2,7,10H2,1H3,(H,16,17)/b4-3+/t13-/m1/s1;C14H18O4;250;1.94;4.89;7.61;3.58;-170
OC(=O)[C@H](n1nnnc1)C#Cc1nnc[nH]1	No_4_696;20/000000117;InChI=1S/C7H5N7O2/c15-7(16)5(14-4-10-12-13-14)1-2-6-8-3-9-11-6/h3-5H,(H,15,16)(H,8,9,11)/t5-/m1/s1;C7H5N7O2;219;-0.33;4.50;2.15;2.22;-150
OC(=O)[C@@H](CO)Oc1ccccc1CCC	No_5_27;20/000000058;InChI=1S/C12H16O4/c1-2-5-9-6-3-4-7-10(9)16-11(8-13)12(14)15/h3-4,6-7,11,13H,2,5,8H2,1H3,(H,14,15)/t11-/m1/s1;C12H16O4;224;1.55;4.18;8.80;2.22;-170
OCC1=CCC=C(O1)C(=O)NCC	No_3_45;20/000000127;InChI=1S/C9H13NO3/c1-2-10-9(12)8-5-3-4-7(6-11)13-8/h4-5,11H,2-3,6H2,1H3,(H,10,12);C9H13NO3;183;0.22;4.28;1.77;3.58;-20
