scaffold;frequency;mean_zscore;shrunk_zscore
c1ccc(CCc2ccccn2)cc1;1;2.1713;0.4748
c1ccc(CCc2cccnc2)nc1;1;0.2955;0.0646
c1ccc(CCc2ccco2)cc1;1;-0.7195;-0.1573
c1ccc(CCc2ccncn2)cc1;1;1.5697;0.3433
c1ccc(CCc2ccnn3cnnc23)cc1;1;0.9488;0.2075
c1ccc(CCc2cncs2)cc1;1;-0.8331;-0.1822
C(#Cc1cnns1)c1cccc(NC2C=CCCC2)c1;1;0.1562;0.0342
c1ccc(COCc2ccccc2)cc1;1;-0.0556;-0.0122
c1ccc(CCc2nc[nH]n2)cc1;1;1.3802;0.3018
c1ccc(CCc2ncnc3cn[nH]c23)cc1;1;0.9358;0.2047
c1ccc(CCc2ncncn2)cc1;1;-0.5758;-0.1259
c1ccc(CCc2nn[nH]n2)cc1;1;1.6999;0.3717
C(#Cc1cnccn1)CCc1ccncc1;1;1.6437;0.3594
c1ccc(CCc2nnn[nH]2)cc1;1;-1.032;-0.2257
c1ccc(CCn2ccnc2)cc1;1;-0.2687;-0.0588
c1ccc(CCn2ccnn2)cc1;1;-0.5678;-0.1242
C(#Cc1cnccn1)CCC1CCNCC1;1;0.4388;0.096
c1ccc(CNCc2cc(-c3ccccc3)co2)cc1;1;1.4325;0.3133
c1ccc(CNCc2cncnc2)cc1;1;1.1923;0.2607
O=C1CCCC(=O)C1=CCCCn1cccc1;1;0.026;0.0057
O=C1CCC(C=CCc2ccccc2)CN1;1;-0.0846;-0.0185
O=C1CCC=C(CC=CCn2cnc3ncccc32)N1;1;0.6909;0.1511
O=C(C#Cc1cccnc1)NC1C=CCS1;1;1.0586;0.2315
C1=CC(C=Cc2ccccc2)COC1;1;-0.3284;-0.0718
O=C(C#Cc1cccnc1)NC1CCCCCC1;1;-0.5225;-0.1143
O=C(C#Cc1cccnc1)NC1CCNC1;1;0.0156;0.0034
O=C(C#Cc1cccnc1)NC1CCNCS1;1;1.2786;0.2796
O=C(C#Cc1cccnc1)NC1CNC1=O;1;0.745;0.1629
O=C(C#Cc1cccnc1)NC1SCCCS1;1;1.597;0.3493
O=C(C#Cc1cccnc1)NCC1=CCC=CO1;1;1.5904;0.3478
O=C(C#Cc1cccnc1)NCc1cc[nH]c1;1;1.1091;0.2425
C1=CC(C=CC2C=CSS2)=CC1;1;-1.4046;-0.3072
O=C(C#Cc1cccnc1)NCc1nnc[nH]1;1;1.0672;0.2334
C1=C(c2nnc[nH]2)COCC1;1;-0.4545;-0.0994
C1=C(c2ncc[nH]2)CCCO1;1;-0.7363;-0.161
O=C(C#Cc1cccnc1)Nc1cccnc1C1CN1;1;0.7301;0.1597
O=C(C#Cc1cccnc1)Nc1cncc2occc12;1;1.4822;0.3241
O=C(C#Cc1cccnc1)OCc1c[nH]cn1;1;-0.5844;-0.1278
O=C(C#Cc1cccnc1)c1ncc[nH]1;1;-0.4697;-0.1027
C1=C(c2ccccc2)NOC1;1;0.3108;0.068
O=C(C#Cc1ncc[nH]1)c1cnco1;1;-0.2815;-0.0616
O=C(C1=CC=CCO1)c1ccc[nH]1;1;1.6302;0.3565
O=C(C1=CCCN1)c1cc(COc2ccccc2)cc(=O)[nH]1;1;1.2754;0.2789
O=C(C1=CCCN1)c1cccc(=O)[nH]1;1;-0.3547;-0.0776
O=C(C1=CCCN1)c1ccccc1;1;-0.4851;-0.1061
O=C(C1=CCCN1)c1ccn[nH]1;1;-0.7096;-0.1552
O=C(C1=CCCN1)c1ncc2nn[nH]c2n1;1;-0.2351;-0.0514
O=C(C1=CCCN1)c1ncco1;1;-0.4037;-0.0883
C1=CC(C=Cc2cccnc2)C=CN1;1;-0.324;-0.0708
O=C(C#Cc1cccnc1)NC1C=CCC1;1;0.5421;0.1185
O=C(C1=CCNC=N1)c1nnco1;1;-0.7805;-0.1707
C1=CC(C=Cc2ccon2)C1;1;-0.9603;-0.21
N=c1[nH]cc(C=Cc2ccccc2)s1;1;-0.5059;-0.1106
N=c1[nH]cc(CCC#Cc2c[nH]c(=O)s2)s1;1;0.0173;0.0038
C1=CC(CNCC=Cc2ccccc2)CC1;1;0.7442;0.1627
C1=CC(CCc2oncc2-c2cnco2)=CC1;1;0.7611;0.1664
N=c1[nH]cc(CCC#Cc2cccs2)s1;1;-0.3357;-0.0734
N=c1[nH]cc(CCC#Cc2cnc[nH]2)s1;1;-0.8226;-0.1799
N=c1[nH]cc(CCC#Cc2cnsc2)s1;1;-0.6515;-0.1425
N=c1[nH]cc(CCC#Cc2nnc[nH]2)s1;1;-0.0728;-0.0159
N=c1[nH]nc(-c2ccccc2)s1;1;-0.4418;-0.0966
N=c1[nH]nc(CCc2ccccc2)s1;1;-0.3836;-0.0839
C1=CC(CCc2nnc(C=Cc3nnn[nH]3)o2)CCC1;1;0.2137;0.0467
O=C(C#CCNC(=O)c1ccccc1)c1ccoc1;1;-0.3118;-0.0682
O=C(C#CCNC(=O)c1ccccc1)c1cn[nH]c1;1;-0.5633;-0.1232
O=C(C#CCNCc1ccccc1)c1cnoc1;1;-0.0916;-0.02
C1=CC(CCOc2ccccc2)CO1;1;-0.7121;-0.1557
O=C(C#Cc1ccccc1)C1=CCC=CN1;1;-0.051;-0.0111
C1=CC(CC=Cc2ccccc2)OC1;1;-0.1052;-0.023
O=C(C#Cc1ccccc1)OC1COC1=O;1;-0.0232;-0.0051
O=C(C#Cc1ccccc1)OCCC1=CCCCO1;1;0.6104;0.1335
C1=CC(CC=Cc2ccccc2)CCC1;1;0.355;0.0776
O=C(C#Cc1ccccc1)OCCc1ccccc1;1;1.4287;0.3124
O=C(C#Cc1ccccc1)OCCc1cnon1;1;0.4062;0.0888
O=C(C#Cc1ccccc1)OCCc1cocn1;1;0.2272;0.0497
O=C(C#Cc1ccccc1)OCCc1ncon1;1;0.3183;0.0696
O=C(C#Cc1ccccc1)OCCc1nn[nH]n1;1;-0.2327;-0.0509
C1=C(Cc2ccccc2)NOC1;1;-0.3205;-0.0701
C1=C(Cc2ccccc2)NCNC1;1;-0.0456;-0.01
O=C1CCC(CCC#Cc2cnccn2)N1;1;-0.0023;-0.0005
O=C(CC1CCCOO1)c1cc[nH]c1;1;-0.2502;-0.0547
O=C(CC=CC1C=CC=CC1)c1cc[nH]c1;1;2.5454;0.5567
O=C(CC=CC1C=CC=CO1)c1cc[nH]c1;1;2.1737;0.4754
O=C(CC=CC1CCCC1)c1cc[nH]c1;1;0.6236;0.1364
O=C(CC=CC1CCCCC1)c1cc[nH]c1;1;2.6661;0.583
O=C(CC=CC1CCNC1)c1cc[nH]c1;1;1.6536;0.3616
C(Cc1cnccn1)=C1NCCN1;1;-0.2594;-0.0567
O=C(CC=CCc1cccnc1)OCc1cnoc1;1;0.1458;0.0319
O=C(CC=Cc1cc[nH]n1)c1cc[nH]c1;1;-0.5078;-0.1111
O=C(CC=Cc1ccc[nH]1)Cc1n[nH]c(=O)o1;1;0.1471;0.0322
C(CCNCCc1ccccc1)=C1NCCN1;1;1.0717;0.2344
O=C(CC=Cc1nnc[nH]1)c1cccc2c1C=CC2;1;0.0872;0.0191
O=C(CCC1=CNOC1)c1ccccc1;1;-0.336;-0.0735
O=C(CCC1COCN1)Oc1ccccc1;1;0.8208;0.1795
O=C(CCC=CC1C=CCN1)n1nnc2cncnc21;1;0.1283;0.0281
O=C(CCC=CC1COC=CO1)n1nnc2cncnc21;1;1.6049;0.351
O=C(CCC=Cc1ncn[nH]1)n1nnc2cncnc21;1;0.1497;0.0327
O=C(CCCCC1=CCOC1)c1cc[nH]c1;1;-0.0742;-0.0162
O=C(CCCCC1=NCON1)c1cc[nH]c1;1;0.0042;0.0009
O=C(CCCCc1cnon1)c1cc[nH]c1;1;0.2628;0.0575
O=C(CCCCc1noc(=O)[nH]1)c1cc[nH]c1;1;0.3687;0.0806
O=C(CCCc1ccccc1)NC(=O)n1cncn1;1;0.0739;0.0162
O=C(CCN1C=CCN1)OCc1ccccc1;1;-0.8387;-0.1834
O=C(CCN1CC=CN1)Oc1ccccc1;1;0.9769;0.2136
O=C(CCN1CCCC1)Oc1ccccc1;1;0.8781;0.192
O=C(CCOCc1nnc[nH]1)c1cc[nH]c1;1;-0.4246;-0.0929
C(Cc1ncc[nH]1)=C1NCCN1;1;-0.9977;-0.2182
O=C(CC1CCCC1)NOc1cccnc1;1;-0.2334;-0.051
O=C(C=CC1=CCC1)Cc1cnco1;1;-0.268;-0.0586
O=C(CC1=CCCO1)Nc1ccccc1;1;0.3898;0.0852
C1=C(Cc2cccc3nc[nH]c23)OCCO1;1;0.1486;0.0325
O=C(C=CC1=CCON1)CCC=CC1=CCN=CN1;1;-0.403;-0.0881
O=C(C=CC1=CCON1)CCc1ccc[nH]1;1;0.4886;0.1068
C1=C(COc2ccccc2)OCCO1;1;-0.2372;-0.0519
C1=C(CCc2ccccc2)OC(C2CN2)=CC1;1;-0.0346;-0.0076
O=C(C=CC1=CCON1)CCc1ccon1;1;-0.1842;-0.0403
O=C(C=CC1=CCON1)CCc1cn[nH]n1;1;-0.7364;-0.1611
O=C(C=CC1=CCON1)CCc1ncn[nH]1;1;-0.4428;-0.0968
O=C(C=CC1=CNC=CC1)c1cc[nH]n1;1;-0.4562;-0.0998
O=C(C=CC1=NCCCO1)c1cc[nH]n1;1;-0.9475;-0.2072
O=C(C=CC1CN1)c1ccccc1;1;-0.8925;-0.1952
O=C(C=CCC1COC=CO1)Oc1ccccc1;1;1.556;0.3403
O=C(C=CCc1n[nH]c(=O)[nH]1)Nc1ccccc1;1;0.6994;0.1529
O=C(C=CNc1ccccc1)C1=NNCO1;1;0.1353;0.0296
O=C(C=Cc1cc[nH]c1)c1cc[nH]n1;1;-0.8042;-0.1759
C1=C(CCCc2ccncn2)CCC1;1;0.0879;0.0192
O=C(C=Cc1cscn1)c1ccccc1;1;-0.0755;-0.0165
C1=C(CCCc2ccccc2)CC1;1;-0.7121;-0.1557
O=C(CC#Cc1cccnc1)n1cccn1;1;0.0912;0.02
O=C(CC#Cc1cnon1)c1c[nH]c2ccccc12;1;1.3714;0.2999
O=C(CC#Cc1cnon1)c1ccc2c(n1)OCC2;1;0.8815;0.1928
C1=C(CCCc2ccc[nH]2)CCC1;1;-0.0848;-0.0185
C(Cn1cnc2cncnc21)=C1NCCN1;1;-0.2221;-0.0486
O=C(CC#Cc1cnon1)c1n[nH]c2ccccc12;1;1.2033;0.2632
O=C(CC1=CC=CC1)c1ccccc1;1;-0.7322;-0.1601
C1=CC(CNCc2cc(-c3ccccc3)co2)=CC1;1;0.798;0.1745
N=c1[nH]c(CCc2cncc(Nc3ccccc3)c2)cs1;1;0.1955;0.0427
N=C1NCCC1CCc1cc[nH]n1;1;0.1971;0.0431
C1=CCC(C=CCc2ccncn2)=C1;1;0.4556;0.0996
C1=NC(COc2ccccc2)CCC1;1;0.1941;0.0425
C1=NC=C(CCc2ccccc2)NC1;1;1.3577;0.2969
C1=NC=C(COc2ccccc2)CN1;1;0.0888;0.0194
C1=CC(c2nnc[nH]2)=CC1;1;-0.53;-0.1159
C1=CC(Cc2ccno2)OC1;1;-1.0929;-0.239
C1=NCON1;1;-0.3873;-0.0847
C1=NN=C(c2cccnc2)CN1;1;0.2458;0.0538
C1=NNCS1;1;-1.5025;-0.3286
C1=NOC(Cc2ccccc2)N1;1;-1.2492;-0.2732
C1=NOCC1NCc1ccccc1;1;-0.3075;-0.0673
C1=NOCN1Cc1ccno1;1;-0.781;-0.1708
C1=NOCN1Cc1cnc[nH]1;1;-0.1921;-0.042
C1=CC(Cc2ccno2)=CC1;1;-0.6524;-0.1427
C1=CC(Cc2ccncn2)OC1;1;-0.8639;-0.1889
C1=Nc2ccccc2C1;1;-0.0674;-0.0147
C1=Nc2ccccc2CO1;1;-0.0438;-0.0096
C1CNNC1;1;-1.529;-0.3344
C=C(C(=O)C1=CCC(C(=O)Cc2nc[nH]n2)=C1)c1ccccc1;1;2.1653;0.4735
C=C(C(=O)C1=CCC=C1)c1ccccc1;1;1.8889;0.4131
C=C(C(=O)Cc1cc[nH]n1)c1cccc(N2CCNC2=O)c1;1;0.9621;0.2104
C=C(C(=O)c1ccccc1)c1ncc(-c2cccnc2)o1;1;1.8659;0.4081
C=C(C1=CCC=CO1)c1cc(=O)c1=O;1;-0.3931;-0.086
C=C(C1=CCCCO1)c1ccno1;1;-0.2791;-0.061
C=C(C1=CCN=CN1)c1nnco1;1;-0.2388;-0.0522
C=C(C=Cc1ccon1)c1nc(-c2ccccc2)c[nH]1;1;1.7031;0.3724
C1=Cc2ccccc2C1=Cc1nnn[nH]1;1;0.0098;0.0021
C1=CCC(C=Cc2ccccc2)C1;1;0.7412;0.1621
N=C1NCCC1C(=O)c1ccccc1;1;-0.1058;-0.0231
C1=COCCO1;1;-1.5392;-0.3366
C1=CN=CCC1;1;-1.5052;-0.3292
C1=CN=CN(c2ccccc2)C1;1;-0.6999;-0.1531
C1=CCN=C1;1;-1.0467;-0.2289
C1=CCCC=C1;1;-0.9012;-0.1971
C1=CNC(C=Cc2cn[nH]c2)C=N1;1;-0.6799;-0.1487
C1=CCCC(Cc2ccno2)=C1;1;-0.7067;-0.1545
C1=CNC(Cc2ccno2)=NC1;1;-0.5575;-0.1219
C1=CNC(c2nnc(Cc3ccccc3)[nH]2)=CC1;1;0.1972;0.0431
C1=CNC=C(CCc2cccc3nncn23)C1;1;0.391;0.0855
C1=CNC=C(c2nnc[nH]2)C1;1;-0.5004;-0.1094
C1=CCCC(Cc2ccnc(C=Cc3c[nH]cn3)c2)=C1;1;0.3134;0.0685
C1=CNCC1;1;-1.1595;-0.2536
C1=CNCNC1;1;-1.2114;-0.2649
C1=CNNC1;1;-1.0493;-0.2295
C1=COC(CCc2ccccc2)=CC1;1;-0.4863;-0.1063
C1=CCC(c2nnco2)=C1;1;-0.1957;-0.0428
C1=CCC(c2nn[nH]n2)=C1;1;-0.332;-0.0726
C1=CCC(NCC=Cc2ccccc2)C=C1;1;-0.1797;-0.0393
C1=COC=C(CCc2ccccc2)C1;1;0.1051;0.023
C1=COC=C(c2cc[nH]n2)C1;1;0.1807;0.0395
C1=COC=C(c2ccccc2)C1;1;-0.2215;-0.0484
C1=COC=C(c2ccco2)C1;1;-0.0591;-0.0129
C1=COC=C(c2cnc[nH]2)C1;1;0.4942;0.1081
C1=COC=C(c2nnc[nH]2)C1;1;-0.7571;-0.1656
C1=COCC(C=Cc2ccc[nH]2)C1;1;-0.4961;-0.1085
C=C(CC#CCc1ccccc1)c1ccccn1;1;0.0094;0.0021
C=C(CC#Cc1ccccc1)C1C=COCC1;1;-0.0583;-0.0128
C=C(CC(=O)c1ccccc1)CC1=CCC=CO1;1;-0.237;-0.0518
C=C(CCCCC(=O)C1=COCC=C1)c1ccoc1;1;0.3021;0.0661
C=C(c1ccccc1)c1ncno1;1;-0.0349;-0.0076
C=C(c1cccnc1)c1ccno1;1;-0.3522;-0.077
C=C(c1ccco1)c1ccno1;1;-0.4217;-0.0922
C=C(c1ccn[nH]1)c1ccno1;1;-0.5556;-0.1215
C=C(c1ccno1)C1CCO1;1;-0.7647;-0.1672
C=C(c1cn[nH]c1)c1cn[nH]n1;1;-1.3796;-0.3017
C=C(c1cn[nH]n1)c1ccc(-c2ccccc2)o1;1;0.3664;0.0801
C1=CC(COc2ccccc2)OC1;1;-0.0273;-0.006
C=C(c1cn[nH]n1)c1ncccn1;1;-0.7999;-0.1749
C1=CC(COc2ccccc2)=CC1;1;0.1286;0.0281
C1=CC(COCCc2ccccc2)NN1;1;-0.1915;-0.0419
C=C(c1nnc[nH]1)C1NC=NO1;1;-0.6494;-0.142
C=C1C(=O)NC(=O)N(CCc2ccccc2)C1=O;1;0.2452;0.0536
C=C1C(=O)NN=C1C=CCCc1cnco1;1;1.4774;0.3231
C=C1CC(Cc2ccncn2)OC1=O;1;0.2068;0.0452
C=C1Cc2cc([SH+]c3ccccc3)ccc2N1;1;1.6742;0.3661
C1=CC(COCCc2ccccc2)=CC1;1;-0.498;-0.1089
C=C1NCCN1;1;-1.9818;-0.4334
C1=CC(CNCc2cnon2)C=CO1;1;-0.6054;-0.1324
C=C1Oc2ccccc2C1=O;1;-0.4829;-0.1056
N=C1CC(C(=O)c2ccccc2)CN1;1;-0.9337;-0.2042
N=C1CCCC1C=CCCc1cnco1;1;0.1332;0.0291
N=C1CCCN1CCCCc1cccc(-c2nnco2)c1;1;0.8266;0.1808
N=C1CCCN1c1cccnc1;1;-1.3488;-0.295
N=C1CCc2ccc(Cc3ccoc(=O)c3)cc21;1;-0.1896;-0.0415
C1=CC(Cc2ccccc2)C=C1;1;0.7271;0.159
C=C(c1ccccc1)c1cc(=O)c1=O;1;0.4167;0.0911
C=C(c1cccc(-c2ccn[nH]2)c1)c1ncno1;1;0.6772;0.1481
C=C(Cc1ccccn1)c1nc[nH]n1;1;-0.6746;-0.1475
C=C(CCCCC(=O)C1=COCC=C1)c1nnc[nH]1;1;1.0454;0.2286
C=C(CCc1cc[nH]n1)C(=O)c1ccccc1;1;0.0837;0.0183
C1=CC(Cc2ccccc2)OCC1;1;1.0519;0.23
C=C(CNC(=O)C#Cc1cccnc1)C1CC=CS1;1;0.3583;0.0783
C=C(CNC(=O)C#Cc1cccnc1)C1CCNO1;1;0.4847;0.106
C=C(COCc1ccccc1)C1C=CNN1;1;-0.1755;-0.0384
C=C(Cc1cccc(-c2cn[nH]n2)c1)C1=CCCCC1;1;0.6801;0.1487
C=C(Cc1cccc(-c2cn[nH]n2)c1)C1=CCNCN1;1;-0.123;-0.0269
C=C(Cc1cccc(-c2cn[nH]n2)c1)c1ccccn1;1;1.0317;0.2256
C=C(Cc1ccccc1)C1C=CC1;1;-0.9826;-0.2149
C=C(Cc1ccccc1)c1cncc(-c2cn[nH]c2)n1;1;1.1722;0.2563
C=C(Cc1ccoc1)C(=O)c1ccccc1;1;-1.0063;-0.2201
C=C(c1ccc2cnsc2c1)c1nnc[nH]1;1;0.8585;0.1877
C=C(Cc1n[nH]c(=O)o1)c1cccnc1;1;0.7313;0.1599
C=C(Cc1nnc[nH]1)c1cccc(CC2=CCN=CN2)c1;1;-0.1046;-0.0229
C=C(NC1C=CC=CC1)c1cnco1;1;-0.4846;-0.106
C=C(NCc1nnc(-c2ccccc2)o1)C1=NOCN1;1;0.3629;0.0794
C=C(NCc1nnc(-c2ccccc2)o1)c1cc[nH]n1;1;0.3513;0.0768
C=C(c1cc[nH]n1)c1ccno1;1;-0.1103;-0.0241
C=C(c1ccc(-c2cccnc2)cc1)c1c[nH]c(=S)s1;1;1.7392;0.3803
C=C(c1ccc(-c2cccnc2)cc1)c1ccccn1;1;2.5462;0.5568
C=C(c1ccc(-c2cccnc2)cc1)c1cnccn1;1;1.2957;0.2833
C=C(c1ccc(-c2cccnc2)cc1)c1csc(=O)[nH]1;1;1.391;0.3042
C=C(c1ccc(-c2ccn[nH]2)cc1)c1c[nH]nn1;1;0.1974;0.0432
O=C(CCc1c[nH][nH]c1=O)OCc1ccccc1;1;-0.6614;-0.1446
O=C(CCc1ccc2c(c1)CNNC2)c1cnon1;1;-0.1203;-0.0263
O=C(CCc1cccnc1)NCc1cc(-c2c[nH]cn2)c[nH]1;1;0.7133;0.156
O=C(c1ccccc1)c1cn[nH]n1;1;0.7941;0.1737
O=C(c1ccccc1)c1cnco1;1;0.4916;0.1075
O=C(c1ccccc1)c1cnn[nH]1;1;-0.2636;-0.0576
O=C(c1ccccc1)c1ncco1;1;-0.3848;-0.0842
C(=Cc1ccsc1)Cc1cccc2nc[nH]c12;1;1.0882;0.238
O=C(c1ccccc1)c1nnc[nH]1;1;-0.4318;-0.0944
C(=Cc1ccoc1)c1ccccc1;1;-0.1728;-0.0378
O=C(c1ccccc1)c1nnn[nH]1;1;-0.414;-0.0905
O=C(c1ccccc1)n1cccn1;1;-0.1078;-0.0236
O=C(c1ccccc1C=Cc1nnc[nH]1)C1C=CC=CC1;1;0.991;0.2167
C(=Cc1ccoc1)C1=CC(c2ccc[nH]2)C1;1;-0.0559;-0.0122
O=C(c1ccccn1)c1ccc[nH]1;1;-0.3584;-0.0784
O=C(c1ccccn1)c1noc(=O)[nH]1;1;-0.6608;-0.1445
O=C(c1ccncc1)c1cc(=O)[nH]cn1;1;-0.7399;-0.1618
C(=Cc1ccoc1)C1=CC(c2cc[nH]n2)C1;1;-0.2523;-0.0552
C(=Cc1ccno1)Cc1ccncn1;1;1.3832;0.3025
O=C(c1cnc[nH]1)c1c[nH]c(=O)c2[nH]ccc12;1;0.0831;0.0182
C(=Cc1ccno1)C1=CC(c2cnc[nH]2)C1;1;-0.6722;-0.147
C(=Cc1ccncn1)Cc1ccncn1;1;0.2596;0.0568
C(=Cc1ccn[nH]1)c1cnon1;1;-1.093;-0.239
C(=Cc1cccnc1)c1ccccc1;1;-0.457;-0.0999
C(=Cc1cccnc1)Cn1cccn1;1;-0.3329;-0.0728
C(=Cc1cccnc1)Cc1nnco1;1;0.2879;0.063
O=C(c1nn[nH]n1)c1ccc[nH]1;1;0.057;0.0125
O=C(c1nnc[nH]1)c1cccc2nc[nH]c12;1;0.0634;0.0139
C(=Cc1cccnc1)Cc1ncncn1;1;-0.2829;-0.0619
O=C(c1ccccc1)c1cnc(C2=CCNN2)o1;1;0.1183;0.0259
O=C(c1ccccc1)c1cn[nH]c1;1;-0.2304;-0.0504
C(=Cc1cnc(-c2ccccc2)[nH]1)c1ccccc1;1;1.1716;0.2562
O=C(c1ccccc1)c1ccc[nH]1;1;0.4368;0.0955
O=C(c1ccccc1)C1C=CCCC1;1;0.8667;0.1895
O=C(c1ccccc1)C1C=CCS1;1;-0.7374;-0.1613
O=C(c1ccccc1)C1C=CNC=C1;1;0.0857;0.0187
O=C(c1ccccc1)C1C=CNC=N1;1;-0.1734;-0.0379
C(=Cc1cn[nH]n1)Cc1ncn[nH]1;1;-0.3068;-0.0671
O=C(c1ccccc1)C1CCCCN1;1;0.1471;0.0322
C(=Cc1cn[nH]n1)Cc1ccccc1;1;0.425;0.0929
O=C(c1ccccc1)C1CCCO1;1;0.107;0.0234
C(=Cc1cn[nH]n1)CCc1ncn[nH]1;1;-0.5219;-0.1141
C(=Cc1cn[nH]n1)CCCC1CCCC1;1;0.1446;0.0316
C(=Cc1cn[nH]n1)CCC1=CNCN1;1;-0.5822;-0.1273
O=C(c1ccccc1)C1CNC=N1;1;0.3766;0.0824
O=C(c1ccccc1)C1CNCCN1;1;-0.7219;-0.1579
O=C(c1ccccc1)C1CNCCO1;1;-0.4639;-0.1015
O=C(c1ccccc1)C1CNCN1;1;-0.5226;-0.1143
O=C(c1ccccc1)C1CNCO1;1;0.168;0.0367
O=C(c1ccccc1)C1COC(=S)N1;1;0.314;0.0687
O=C(c1ccccc1)C1COC=N1;1;-0.8172;-0.1787
O=C(c1ccccc1)C1N=CNO1;1;-0.4237;-0.0927
O=C(c1ccccc1)C1NC=CN1;1;1.3203;0.2887
O=C(c1ccccc1)C1NCCCN1;1;-0.5173;-0.1131
O=C(c1ccccc1)C1NCCO1;1;0.8551;0.187
O=C(c1ccccc1)C1NCNCN1;1;-1.2147;-0.2656
C(=Cc1cn[nH]c1)Cc1ccncn1;1;0.6062;0.1326
O=C(c1ccccc1)c1cc[nH]c1;1;0.253;0.0553
O=C1C(=CC2NCCN2)Oc2ccccc21;1;0.133;0.0291
O=C1C=C(C#CCc2cnon2)CN1;1;-0.3173;-0.0694
C(=Cc1cccnc1)Cc1cnc[nH]1;1;-0.0501;-0.011
O=C1C=C(C(=O)Nc2ccccc2)CO1;1;-0.5394;-0.118
C(=Cc1ccccc1)Cc1cnoc1;1;-0.3183;-0.0696
O=C1C=CC(C(=O)c2ccccc2)N1;1;1.9079;0.4172
O=C1C=CC(C=CCC(=O)c2cc[nH]c2)O1;1;2.1404;0.4681
C(=Cc1ccccc1)Cc1cnccn1;1;-0.0172;-0.0038
C(=Cc1ccccc1)Cc1ccoc1;1;-0.2437;-0.0533
O=C1C=CC(C=Cc2ncc[nH]2)N1;1;-0.6486;-0.1418
O=C1C=CC(COC(=O)C=Cc2cc[nH]n2)N1;1;-0.6247;-0.1366
O=C1C=CC(NCCc2ccccc2)C=C1;1;0.9181;0.2008
O=C1C=CC(NCCc2ccccn2)C=C1;1;0.8552;0.187
O=C1C=CCC1;1;-0.6171;-0.135
O=C1C=CCC=C1;1;-1.1819;-0.2585
O=C1C=CCC=C1c1ccco1;1;-0.0195;-0.0043
O=C1C=CCCN1;1;-0.8232;-0.18
O=C1C=CCO1;1;-0.8753;-0.1914
O=C1C=COC1CSCc1nnco1;1;-0.4995;-0.1092
C(=Cc1ccccc1)Cc1ccncn1;1;1.5953;0.3489
C(=Cc1ccccc1)Cc1ccccc1;1;0.8184;0.179
O=C1CC(C=Cc2ccccc2)O1;1;1.2933;0.2828
O=C1CC(CCc2ccccc2)O1;1;-0.1474;-0.0322
O=C1CC(c2cnon2)=NN1;1;-0.3334;-0.0729
O=C1CC=NN1CC=CCc1cnco1;1;0.4015;0.0878
O=C1CCC(C=C(Cc2ccccc2)c2c[nH]cn2)O1;1;-0.2282;-0.0499
C(=Cc1ccccc1)Cc1ccc2[nH]ncc2c1;1;0.5025;0.1099
O=C1CCC(C=C(Cc2ccccc2)c2nnc[nH]2)O1;1;-0.1658;-0.0363
C1=CN(CCc2ccccc2)CC=N1;1;-0.4336;-0.0948
O=C1C=CC(=O)c2ccccc21;1;0.7715;0.1687
C(=Cc1ccccc1)Cc1csnn1;1;-0.4299;-0.094
C(=Cc1ccccc1)Cc1ncn[nH]1;1;0.3858;0.0844
O=C1C=C(CCCC=CCc2ccccc2)C(=O)N1;1;0.0498;0.0109
O=C1C=C(C(=O)c2ccccc2)CO1;1;-1.085;-0.2373
C(=Cc1cccnc1)CC1=CCC1;1;-0.0014;-0.0003
O=C1C=C(C=Cc2ccccc2)CO1;1;0.789;0.1726
O=C1C=C(C=Cc2ccccc2)OC1;1;-0.0425;-0.0093
O=C1C=C(CC#Cc2ccccc2)CN1;1;0.5324;0.1164
O=C1C=C(CC#Cc2ccccc2)OC1;1;0.3471;0.0759
O=C1C=C(CC=CCNc2ccccc2)CO1;1;-0.2631;-0.0575
C(=Cc1cccnc1)C1=CCCO1;1;-0.8651;-0.1892
O=C1C=C(CC=Cc2ccccc2)CCO1;1;0.2176;0.0476
O=C1C=C(CCC(=O)Oc2ccccc2)CO1;1;1.323;0.2893
O=C1C=C(CCC=Cc2ccccc2)CO1;1;0.7772;0.17
O=C1C=C(CCCC=CCc2cccnc2)C(=O)N1;1;0.2549;0.0557
O=C1C=CC(=O)C(c2ccc[nH]2)=C1;1;-0.0457;-0.01
O=C1C=C(CCNCCc2ccccc2)OCC1;1;1.3632;0.2981
O=C1C=C(CCc2ccccc2)OC1;1;-0.0081;-0.0018
C(=Cc1ccccn1)Cc1ccncn1;1;2.1009;0.4594
C(=Cc1ccccc1)Cc1nn[nH]n1;1;-0.6092;-0.1332
C(=Cc1ccccc1)Cc1ncncn1;1;-0.3126;-0.0684
O=C1C=C(c2ccccc2)CN1CCc1ncncn1;1;0.4121;0.0901
O=C1C=C(c2ccccc2)CN1CCn1cnnn1;1;0.3543;0.0775
O=C1C=C(c2cncc(C=Cc3c[nH]cn3)c2)CO1;1;0.5396;0.118
O=C1C=CC(=CC2C=COC=C2)O1;1;0.0099;0.0022
O=C1C=CC(=O)C(C=CCOc2ccccc2)=C1;1;1.0739;0.2349
O=C1C=CC(=O)C(CCCC#Cc2ccc[nH]2)=C1;1;0.2177;0.0476
C(=Cc1cn[nH]n1)Cc1nnn[nH]1;1;-0.4295;-0.0939
C(=Cc1cncc(-c2ccco2)c1)c1ccccc1;1;0.7474;0.1635
C(=Cc1nnn[nH]1)NC1CCCC1;1;-0.721;-0.1577
